suite_id,aug_id,initial_size,augmented_size,n_tests_added,cov_ADC_initial_%,cov_STMT_initial_%,cov_STMT_augmented_%,fault_revealed
11,22,4,8,4,100.0,85.0,100.0,False
11,23,4,8,4,100.0,85.0,100.0,False
11,24,4,8,4,100.0,85.0,100.0,False
11,25,4,8,4,100.0,85.0,100.0,False
11,26,4,8,4,100.0,85.0,100.0,False
11,27,4,8,4,100.0,85.0,100.0,False
11,28,4,8,4,100.0,85.0,100.0,False
11,29,4,8,4,100.0,85.0,100.0,False
11,30,4,8,4,100.0,85.0,100.0,False
11,31,4,8,4,100.0,85.0,100.0,False
11,32,4,8,4,100.0,85.0,100.0,False
11,33,4,8,4,100.0,85.0,100.0,True
11,34,4,8,4,100.0,85.0,100.0,False
11,35,4,8,4,100.0,85.0,100.0,False
11,36,4,8,4,100.0,85.0,100.0,False
11,37,4,8,4,100.0,85.0,100.0,False
11,38,4,8,4,100.0,85.0,100.0,False
11,39,4,8,4,100.0,85.0,100.0,False
11,40,4,8,4,100.0,85.0,100.0,False
11,41,4,8,4,100.0,85.0,100.0,False
11,42,4,8,4,100.0,85.0,100.0,False
11,43,4,8,4,100.0,85.0,100.0,False
11,44,4,8,4,100.0,85.0,100.0,False
11,45,4,8,4,100.0,85.0,100.0,False
11,46,4,8,4,100.0,85.0,100.0,False
11,47,4,8,4,100.0,85.0,100.0,False
11,48,4,8,4,100.0,85.0,100.0,False
11,49,4,8,4,100.0,85.0,100.0,False
11,50,4,8,4,100.0,85.0,100.0,False
12,1,4,8,4,100.0,86.67,100.0,False
12,2,4,8,4,100.0,86.67,100.0,False
12,3,4,8,4,100.0,86.67,100.0,False
12,4,4,8,4,100.0,86.67,100.0,False
12,5,4,8,4,100.0,86.67,100.0,False
12,6,4,8,4,100.0,86.67,100.0,False
12,7,4,8,4,100.0,86.67,100.0,False
12,8,4,8,4,100.0,86.67,100.0,False
12,9,4,8,4,100.0,86.67,100.0,False
12,10,4,8,4,100.0,86.67,100.0,False
12,11,4,8,4,100.0,86.67,100.0,False
12,12,4,8,4,100.0,86.67,100.0,True
12,13,4,8,4,100.0,86.67,100.0,False
12,14,4,8,4,100.0,86.67,100.0,False
12,15,4,8,4,100.0,86.67,100.0,True
